account length;location code;user id;credit card info save;push status;add to wishlist;desktop sessions;app sessions;desktop transactions;total product detail views;session duration;promotion clicks;avg order value;sale product views;discount rate per visited products;product detail view per app session;app transactions;add to cart per session;customer service calls;churn
132;408;3419274;no;yes;36;202;34;13;93;156;75;131,3;92;5,91;13,7;5;3,7;0;0
128;415;3537461;no;no;0;247;42;16;91;183;60;143,2;112;6,44;14,7;2;3,97;3;0
92;408;3717366;no;yes;38;242;41;14;96;160;144;210;108;9,45;8,9;1;2,4;1;0
197;415;3957923;yes;no;0;127;22;19;80;222;115;173,9;95;7,83;13,7;5;3,7;5;1
191;408;3518398;no;no;0;162;28;21;104;241;120;210,4;83;9,47;10,9;7;2,94;1;0
99;415;3292204;no;yes;33;179;30;20;93;238;102;165,7;96;7,46;10,6;1;2,86;2;0
106;415;4077507;no;yes;31;197;34;10;125;123;110;115,6;101;5,2;12,3;4;3,32;3;0
88;415;4058075;no;no;0;148;25;26;82;309;67;235,4;79;10,59;6,4;4;1,73;2;0
78;415;3909698;no;no;0;193;33;15;85;172;105;129,6;119;5,83;10,2;1;2,75;0;0
98;408;4034917;no;no;0;172;29;15;99;175;87;189,6;130;8,53;7,8;6;2,11;1;0
17;408;3916709;no;yes;35;199;34;23;123;271;74;209,9;130;9,45;8,1;10;2,19;1;0
56;415;3895988;no;yes;24;122;21;16;87;184;76;266,6;98;12;12,7;3;3,43;1;0
84;415;3721534;no;no;0;130;22;24;105;278;60;305,4;74;13,74;14;6;3,78;2;0
95;510;3956369;no;no;0;203;35;14;96;169;61;173;105;7,79;13,7;3;3,7;2;0
16;415;4003197;no;no;0;175;30;24;83;281;122;171,7;80;7,73;10,5;8;2,84;5;0
76;510;3774169;yes;no;0;241;41;20;120;232;96;220,2;67;9,91;9,9;1;2,67;1;1
93;415;3845343;no;no;0;142;24;19;95;221;100;227,1;71;10,22;10,2;3;2,75;0;0
83;408;3384472;no;no;0;135;23;14;96;167;78;161,5;123;7,27;7,7;5;2,08;2;0
123;415;3322126;no;no;0;163;28;21;119;249;51;168,2;77;7,57;9;10;2,43;1;0
64;408;3492157;no;no;0;146;25;19;116;228;110;273,4;91;12,3;8,9;8;2,4;1;0
82;510;3934823;no;no;0;330;56;18;73;208;120;267,1;102;12,02;10,6;6;2,86;0;1
107;510;3852683;no;no;0;195;33;16;97;186;131;178,3;106;8,02;12,7;1;3,43;2;0
110;510;3458350;no;no;0;132;22;23;93;273;106;192,8;105;8,68;7,1;4;1,92;1;0
96;408;3344506;no;yes;29;150;26;14;91;159;75;228,1;55;10,26;8,5;3;2,3;1;0
47;415;3323544;no;yes;30;197;33;21;93;241;140;226;118;10,17;12,9;4;3,48;2;0
115;510;3805102;no;no;0;100;17;12;107;145;96;149,4;99;6,72;14,1;4;3,81;2;0
69;415;3956149;no;no;0;144;24;12;88;142;86;194;83;8,73;10,8;5;2,92;3;0
163;408;3988122;no;yes;40;232;39;18;56;212;91;268,5;74;12,08;12,3;3;3,32;2;0
90;415;3344438;no;no;0;38;6;13;80;155;105;175;111;7,88;14,2;5;3,83;3;0
98;415;3847459;no;no;0;73;12;16;107;186;103;175,3;110;7,89;10,5;4;2,84;3;0
90;408;3683931;no;yes;39;95;16;19;89;219;91;197,4;65;8,88;11,4;5;3,08;1;0
174;415;3531352;no;yes;15;222;38;18;143;211;115;221,8;109;9,98;12,4;9;3,35;1;0
95;415;3485725;no;no;0;269;46;20;120;234;120;179,3;61;8,07;7,3;4;1,97;2;1
79;415;3652008;no;no;0;268;46;16;114;186;111;264,6;88;11,91;6,3;7;1,7;1;1
123;415;3933635;no;yes;27;199;34;21;127;249;105;173,2;124;7,79;12,5;5;3,38;1;0
99;415;3808727;no;no;0;116;20;19;75;218;111;254,9;98;11,47;11,5;7;3,11;7;1
114;415;3812376;no;no;0;202;34;17;100;196;102;291,8;120;13,13;13,3;5;3,59;2;0
141;510;3658114;no;no;0;216;37;17;113;201;81;153,8;107;6,92;12,4;6;3,35;1;0
132;408;4155008;no;no;0;170;29;18;107;209;121;206,1;79;9,27;11,5;2;3,11;1;0
133;510;3928318;no;no;0;202;34;14;85;169;116;286,3;80;12,88;6;4;1,62;0;0
133;408;4014007;no;no;0;221;38;14;133;160;140;161,8;84;7,28;8,4;3;2,27;4;0
93;510;3387709;no;yes;32;219;37;10;117;115;61;192,7;85;8,67;9,4;5;2,54;2;0
34;415;3741981;no;no;0;294;50;23;89;273;71;178,2;76;8,02;11;10;2,97;2;1
140;415;3335101;no;no;0;120;20;20;108;240;84;216,4;74;9,74;7,7;3;2,08;4;1
96;415;3453734;no;yes;26;176;30;18;96;207;84;178;105;8,01;11,1;2;3;2;0
144;510;3845004;no;no;0;279;47;20;95;241;90;120;90;5,4;11,6;5;3,13;1;1
24;408;3419396;no;yes;29;236;40;16;105;191;114;129;105;5,81;7,2;2;1,94;3;0
54;415;4086302;no;no;0;274;47;10;113;120;156;267,6;117;12,04;11,7;3;3,16;1;0
50;408;3487193;no;no;0;131;22;14;129;161;94;206,9;88;9,31;5,6;9;1,51;5;1
92;415;4174063;no;yes;23;167;28;22;83;259;129;116,4;110;5,24;11,2;3;3,02;4;0
96;408;3756911;no;no;0;198;34;21;68;251;53;181,2;67;8,15;10,5;3;2,84;3;0
146;415;3583604;no;no;0;170;29;20;93;231;71;269,8;115;12,14;9;7;2,43;2;0
138;415;3397485;yes;yes;17;225;38;15;116;173;88;145,8;99;6,56;11,7;4;3,16;0;0
102;408;3683078;no;no;0;175;30;18;73;214;114;164,7;116;7,41;10,3;5;2,78;4;0
76;510;4187055;no;no;0;130;22;15;84;178;80;228,9;87;10,3;7,5;3;2,03;5;1
99;415;3869981;no;no;0;200;34;9;66;108;104;233,7;82;10,52;11,4;2;3,08;3;0
83;510;3662541;no;yes;36;96;16;22;87;262;105;228,6;109;10,29;13,3;4;3,59;0;0
36;510;3353110;no;yes;25;153;26;21;110;243;67;147,4;74;6,63;9,1;2;2,46;1;0
70;510;4007809;no;no;0;130;22;18;102;209;133;231,4;93;10,41;14,3;3;3,86;1;0
109;415;4043106;yes;no;0;268;46;13;85;151;131;297,9;84;13,41;9,7;8;2,62;2;1
100;415;3332337;no;no;0;189;32;13;152;148;115;179,8;88;8,09;15,2;5;4,1;2;0
104;408;3536482;no;no;0;171;29;14;97;162;111;210,7;131;9,48;6,1;1;1,65;1;0
106;415;3978162;no;no;0;191;33;17;124;201;116;230,1;76;10,35;8,2;3;2,21;1;0
84;510;3806722;no;no;0;75;13;15;96;180;113;193,8;134;8,72;12,3;1;3,32;1;0
80;510;3292918;no;no;0;150;25;23;123;276;75;241,4;75;10,86;10,9;7;2,94;2;0
100;510;3488022;no;no;0;116;20;9;87;111;56;170,2;77;7,66;7,1;4;1,92;1;0
99;408;3884459;no;no;0;129;22;17;86;204;105;282,6;131;12,72;14,1;4;3,81;2;0
50;510;3583114;no;no;0;132;22;18;108;217;103;196,1;126;8,82;11;5;2,97;1;0
105;415;3439654;no;no;0;101;17;14;48;159;119;259,2;53;11,66;12,2;2;3,29;1;0
113;415;4019909;no;yes;23;149;25;20;104;236;67;201,8;76;9,08;9,5;5;2,57;4;0
111;415;4049978;no;yes;36;97;16;15;123;171;105;166;85;7,47;13,4;4;3,62;2;0
161;408;3978011;no;no;0;108;18;22;121;256;46;247,2;131;11,12;12,6;3;3,4;2;0
70;415;3418719;no;no;0;233;40;26;95;303;111;255,6;104;11,5;12,9;7;3,48;0;1
97;415;4081242;no;yes;43;121;21;22;105;260;115;222,4;100;10,01;8,3;5;2,24;3;0
130;510;4067726;no;no;0;124;21;23;70;271;99;239,5;83;10,78;3,5;6;0,95;0;0
92;415;3512773;no;no;0;158;27;25;101;299;100;216,9;99;9,76;13,8;3;3,73;1;0
119;408;3686174;no;no;0;124;21;18;68;207;88;157,4;93;7,08;14,8;1;4;0;0
115;415;3345029;no;no;0;286;49;17;125;206;74;191,4;141;8,61;6,9;6;1,86;1;1
134;415;4131789;no;no;0;142;24;17;95;206;101;218,5;60;9,83;8,8;6;2,38;0;0
127;408;4141246;no;yes;25;173;29;21;91;246;64;300;99;13,5;4,8;3;1,3;0;0
80;415;3304978;no;no;0;269;46;26;120;301;147;167;140;7,52;5,8;1;1,57;2;1
153;415;3861631;no;yes;31;219;37;11;130;134;103;118,9;105;5,35;9,4;6;2,54;0;0
85;415;3631208;no;no;0;255;43;17;114;195;83;276,6;78;12,45;3,7;5;1;3;0
79;415;3345263;no;no;0;42;7;18;124;211;95;237,9;55;10,71;11,4;5;3,08;1;0
35;415;3614137;no;no;0;261;44;22;87;258;78;131,3;123;5,91;5,8;2;1,57;1;0
120;408;3748187;no;yes;26;239;41;22;94;259;88;238;132;10,71;7,7;3;2,08;0;0
68;510;3701525;no;no;0;227;39;14;94;168;129;188,7;117;8,49;10,2;1;2,75;0;0
60;408;3553801;no;no;0;179;30;18;147;209;89;248,2;98;11,17;13,5;6;3,65;1;1
120;510;3925605;no;no;0;158;27;17;110;197;103;154,9;132;6,97;10;5;2,7;1;0
71;510;3631366;no;yes;23;176;30;22;82;259;136;268,4;154;12,08;14,1;7;3,81;1;0
124;415;3585274;no;no;0;157;27;14;107;168;112;188,8;102;8,5;8,8;3;2,38;3;0
23;510;3769607;no;no;0;113;19;14;74;169;95;262,9;126;11,83;6,9;2;1,86;1;1
225;415;3741213;no;no;0;183;31;21;142;247;63;218;103;9,81;8,8;2;2,38;1;0
181;415;4218537;yes;no;0;161;27;11;83;124;83;262;98;11,79;14,1;3;3,81;0;1
63;415;3515576;no;no;0;143;24;18;92;208;102;228,9;120;10,3;7,5;2;2,03;2;0
54;415;4077258;yes;no;0;191;32;22;108;260;108;141,5;111;6,37;9,7;2;2,62;2;1
80;408;4054420;yes;yes;15;159;27;15;110;171;120;141,2;82;6,35;11,9;5;3,21;1;0
118;408;3402855;yes;yes;39;154;26;10;106;123;111;117,8;103;5,3;9,2;6;2,48;1;0
42;408;3428002;yes;no;0;181;31;15;127;175;94;165,3;114;7,44;12;6;3,24;2;0
134;408;3556826;no;no;0;203;34;19;105;225;90;253,9;108;11,43;12,1;7;3,27;0;0
66;415;4023886;no;yes;35;191;32;22;100;261;93;209,5;108;9,43;8,9;6;2,4;0;0
66;415;3365900;no;no;0;205;35;20;102;233;109;259,9;95;11,7;9,2;6;2,48;2;0
127;415;3397684;no;yes;28;236;40;20;124;237;113;241,2;127;10,85;7,7;2;2,08;1;0
146;510;3902433;no;no;0;189;32;13;77;156;128;186;83;8,37;7,4;3;2;0;0
93;408;3607246;no;yes;42;167;28;23;101;273;84;171;106;7,69;11,5;1;3,11;1;0
77;415;3356508;no;no;0;245;42;22;87;254;83;239,4;91;10,77;7,5;4;2,03;0;1
111;415;3486720;no;no;0;133;23;19;125;221;67;127,9;101;5,76;12,7;2;3,43;4;1
125;415;4066400;no;no;0;182;31;12;64;140;121;171,6;96;7,72;11,6;7;3,13;2;0
115;510;3907370;no;yes;14;192;33;8;86;89;90;229,4;120;10,32;10,5;3;2,84;2;0
115;510;3905055;yes;no;0;122;21;19;110;220;100;179,7;124;8,09;10,8;2;2,92;2;1
114;408;4057542;no;no;0;193;33;21;101;250;81;133,3;79;6;9,6;2;2,59;2;0
106;415;3644927;no;no;0;159;27;19;112;220;114;252,9;106;11,38;9,1;3;2,46;0;0
118;415;3293458;no;yes;39;92;16;19;125;220;113;229;99;10,31;12,7;8;3,43;2;0
59;510;3313842;no;no;0;154;26;17;92;206;88;114,5;89;5,15;12,5;10;3,38;1;0
87;415;3434147;yes;yes;40;222;38;13;79;157;74;222,4;124;10,01;11,5;3;3,11;1;0
21;415;3352274;no;no;0;245;42;14;81;168;117;281,5;87;12,67;6,6;1;1,78;1;0
142;408;3433227;no;yes;24;240;41;24;103;286;65;256,7;106;11,55;9,5;4;2,57;0;0
62;415;3366907;no;no;0;172;29;20;132;231;100;228,2;109;10,27;11;5;2,97;0;0
149;415;3311391;no;no;0;243;41;21;83;245;97;219,6;80;9,88;10;3;2,7;3;1
54;510;3601643;no;yes;39;118;20;14;82;159;60;236,4;113;10,64;11,3;10;3,05;2;0
112;510;4102518;no;no;0;175;30;22;127;259;71;170,5;120;7,67;11,3;7;3,05;1;0
68;510;3444970;no;no;0;157;27;19;83;221;85;218,9;129;9,85;12;7;3,24;1;0
201;415;4081486;no;yes;21;192;33;20;97;239;81;116,1;125;5,22;15,1;3;4,08;1;0
88;510;3961648;no;no;0;218;37;14;76;169;60;141,1;99;6,35;8;1;2,16;1;0
85;415;3912022;no;yes;29;145;25;12;97;140;102;165,4;148;7,44;10,9;3;2,94;1;0
51;415;4206465;yes;no;0;154;26;20;108;233;85;214,2;92;9,64;14,1;4;3,81;0;1
45;510;3982628;no;yes;29;136;23;19;104;223;101;235,6;92;10,6;7,9;6;2,13;2;0
116;510;4095519;no;no;0;161;27;12;69;147;106;287,8;144;12,95;8,2;5;2,21;0;0
146;408;3918554;no;yes;31;203;34;21;91;241;108;169,6;77;7,63;7,8;2;2,11;1;0
63;510;3951693;no;yes;34;152;26;19;119;227;91;195,7;103;8,81;12,3;5;3,32;1;0
133;510;3933194;no;no;0;227;39;6;90;73;135;114,3;99;5,14;4,7;7;1,27;0;0
125;408;3283402;no;no;0;192;33;17;115;206;108;210,2;123;9,46;9,2;3;2,48;2;0
72;510;4114781;no;no;0;139;24;18;111;212;102;179,5;91;8,08;10,8;3;2,92;1;0
130;408;4012581;no;no;0;127;22;18;102;207;107;231,7;99;10,43;6,1;6;1,65;0;0
97;415;3851214;no;no;0;169;29;22;87;259;105;279,8;123;12,59;7,3;4;1,97;1;0
54;415;3486853;no;no;0;287;49;19;73;223;108;203,7;107;9,17;11,5;5;3,11;1;1
160;415;3418412;no;yes;29;165;28;22;121;263;108;123,8;131;5,57;15,2;4;4,1;1;0
79;415;3308142;no;no;0;144;24;12;90;136;91;212,4;129;9,56;13;4;3,51;1;0
92;415;3611404;no;yes;47;142;24;18;95;208;130;203,6;95;9,16;10,2;11;2,75;0;0
59;415;3759671;no;no;0;204;35;21;65;247;123;214,7;94;9,66;12;4;3,24;1;0
132;510;3721824;no;no;0;163;28;14;80;168;90;87,5;90;3,94;6,2;10;1,67;1;0
21;510;4083606;no;no;0;225;38;21;110;244;111;221,2;93;9,95;10,7;4;2,89;0;0
93;415;3333595;no;no;0;176;30;17;103;200;130;263,9;96;11,88;8,5;6;2,3;2;0
147;415;3797009;no;yes;36;254;43;19;78;228;105;98;125;4,41;13,8;7;3,73;5;0
101;510;4114940;no;no;0;175;30;22;105;262;75;210;93;9,45;8,5;5;2,3;1;0
125;415;4097523;yes;no;0;187;32;14;118;161;111;263,8;112;11,87;9,6;2;2,59;0;1
63;415;4086725;no;no;0;212;36;20;84;231;137;217,1;99;9,77;10,7;9;2,89;3;0
107;415;3502384;no;no;0;242;41;11;102;127;117;185,6;92;8,35;11,7;6;3,16;0;0
110;408;3481706;no;no;0;196;33;17;103;200;123;135,9;71;6,12;12,9;1;3,48;3;0
83;415;4156145;no;no;0;231;39;18;100;210;84;217,4;106;9,78;12,4;2;3,35;3;0
117;408;3733731;no;no;0;162;27;17;104;196;119;294,8;111;13,27;13,8;2;3,73;1;0
124;415;3413349;no;no;0;194;33;20;103;241;116;227,5;153;10,24;11,9;5;3,21;0;0
115;510;3998859;no;no;0;110;19;19;148;224;87;240,3;96;10,81;15,4;8;4,16;3;0
156;408;3774518;yes;no;0;277;47;20;119;238;106;94,4;96;4,25;8,3;3;2,24;1;0
89;408;3411594;no;no;0;192;33;14;83;164;88;169,7;138;7,64;6,1;3;1,65;0;0
72;415;4188770;no;no;0;198;34;18;147;217;121;112,8;125;5,08;13,1;4;3,54;0;0
101;415;3329118;no;yes;42;209;36;14;82;160;74;181,6;100;8,17;9,5;3;2,57;0;0
53;415;3861418;no;no;0;185;31;18;98;216;125;141,1;116;6,35;18,4;3;4,97;2;0
116;408;3933535;no;no;0;168;29;12;119;142;123;190,7;128;8,58;7,3;4;1,97;2;0
78;408;3289006;no;no;0;139;24;16;140;191;113;286,5;125;12,89;11,8;3;3,19;3;0
117;415;4022482;no;yes;17;221;38;14;82;168;100;262,7;87;11,82;4,4;4;1,19;0;0
56;510;4084865;no;no;0;122;21;14;84;165;115;243,9;95;10,98;8,9;2;2,4;1;0
123;408;3966247;no;yes;39;270;46;21;99;245;110;108,9;113;4,9;15,4;7;4,16;1;0
127;408;3969462;no;no;0;140;24;20;94;241;112;127,1;88;5,72;8,8;4;2,38;2;0
116;415;3969279;no;yes;23;253;43;12;78;139;121;277,8;104;12,5;11,8;3;3,19;2;0
138;510;3638715;no;yes;26;184;31;20;83;241;93;185,7;125;8,36;15;3;4,05;1;0
120;415;3561358;no;no;0;203;35;22;108;260;66;115,9;103;5,22;7,8;2;2,11;3;0
102;408;3607839;no;no;0;201;34;13;106;153;127;199,4;128;8,97;7,7;2;2,08;3;0
95;415;3648774;no;no;0;168;28;15;96;176;89;250,9;113;11,29;13,4;6;3,62;2;0
102;408;3485038;no;no;0;157;27;17;67;204;103;141,9;72;6,39;9,9;2;2,67;2;0
89;415;3654728;no;yes;25;215;37;17;140;197;69;162,1;117;7,29;10,6;10;2,86;1;0
50;408;3519037;no;no;0;302;51;14;82;167;118;72,2;89;3,25;10,5;6;2,84;1;0
93;415;3979184;no;yes;42;152;26;23;90;268;102;266,9;130;12,01;11,3;5;3,05;7;0
68;510;3984538;no;no;0;195;33;18;116;212;101;138,4;134;6,23;15,1;11;4,08;1;0
70;408;3826827;no;no;0;209;35;23;97;276;83;182,5;122;8,21;8;3;2,16;2;0
138;415;4081340;no;yes;29;190;32;19;87;223;123;256,2;130;11,53;14,2;6;3,83;0;0
141;415;3339511;no;yes;37;185;32;15;87;179;128;218,3;107;9,82;8;3;2,16;4;0
112;415;3587379;no;yes;17;183;31;21;95;253;125;156,7;95;7,05;9,7;3;2,62;0;0
117;510;3971766;yes;no;0;54;9;26;100;303;84;171,8;84;7,73;8,6;2;2,32;1;1
1;408;3312144;no;yes;26;208;35;16;115;185;113;177,7;144;8;8,1;9;2,19;1;0
70;415;3457014;no;no;0;230;39;7;110;78;87;247,1;105;11,12;13,2;4;3,56;1;0
87;510;3951898;no;yes;22;241;41;6;102;76;106;224,6;115;10,11;7,1;3;1,92;2;0
52;510;3738920;no;yes;21;196;33;9;119;106;95;157,4;94;7,08;5,3;3;1,43;2;0
97;408;3738908;no;no;0;276;47;17;82;201;106;231,3;73;10,41;8,9;4;2,4;0;1
105;408;4151203;no;no;0;166;28;15;93;176;106;243,5;55;10,96;16,2;3;4,37;2;0
77;510;3697017;no;yes;28;136;23;21;117;245;102;207,5;74;9,34;11,5;3;3,11;4;1
80;415;4208435;yes;no;0;189;32;19;122;223;92;269;116;12,11;13,9;3;3,75;2;1
120;510;3952579;no;yes;43;178;30;15;117;175;70;161,3;117;7,26;11,5;4;3,11;1;0
54;408;4057850;no;yes;39;144;24;18;73;210;117;129,2;117;5,81;12,5;8;3,38;2;0
148;510;3947710;yes;no;0;148;25;14;138;160;123;197,4;62;8,88;8,6;3;2,32;2;0
119;408;3424122;no;no;0;287;49;14;115;159;99;216,8;86;9,76;13,9;1;3,75;2;1
162;408;3401876;no;yes;26;180;31;19;144;218;129;212,3;105;9,55;9,3;8;2,51;1;1
85;510;3836095;no;no;0;166;28;16;96;190;141;144;116;6,48;10,9;3;2,94;5;1
101;510;4131061;no;yes;25;144;25;14;144;168;105;240;107;10,8;14,5;3;3,92;1;0
172;415;3435347;no;no;0;173;29;22;85;253;71;221,6;113;9,97;5,9;6;1,59;0;0
80;415;3764861;no;no;0;200;34;14;138;167;91;271,8;94;12,23;5,5;4;1,49;1;0
67;510;4172265;no;no;0;109;19;12;134;142;76;91,2;86;4,1;10,9;5;2,94;2;0
86;408;4197415;no;no;0;172;29;26;106;302;44;139,4;108;6,27;9,7;5;2,62;1;0
107;415;4072259;no;no;0;222;38;24;101;286;111;249,4;117;11,22;12,1;4;3,27;1;1
133;510;3332906;no;no;0;246;42;23;102;265;90;111,7;103;5,03;11,2;7;3,02;0;0
116;510;3607477;no;no;0;165;28;23;110;271;103;230,4;109;10,37;8;3;2,16;0;0
63;408;3425243;no;no;0;212;36;23;107;272;77;203,3;108;9,15;7,4;7;2;0;0
119;408;4173999;yes;yes;16;147;25;14;103;160;96;184;120;8,28;7,7;2;2,08;0;1
133;408;3791720;yes;no;0;255;43;21;103;252;80;178,1;103;8,01;8;3;2,16;0;1
94;408;3683117;yes;no;0;170;29;23;113;272;94;110,7;78;4,98;8,7;4;2,35;1;0
69;510;3525000;no;no;0;195;33;22;91;262;57;203,8;90;9,17;11,4;5;3,08;0;0
146;408;4057676;no;no;0;149;25;16;83;187;130;149,8;100;6,74;7,9;4;2,13;7;1
119;510;3612349;no;no;0;82;14;22;75;254;114;213,1;125;9,59;8,9;1;2,4;2;1
142;408;3832901;yes;yes;25;191;32;13;109;150;120;227,8;60;10,25;9,8;3;2,65;0;0
123;408;3697049;no;no;0;207;35;19;115;224;86;197,4;60;8,88;8,3;2;2,24;3;0
101;408;3875533;no;no;0;239;41;23;156;273;106;278,2;93;12,52;13,5;8;3,65;1;1
43;415;3623660;no;no;0;179;30;21;97;253;126;227,5;114;10,24;8;5;2,16;0;0
69;408;3573577;no;no;0;185;32;19;91;219;88;243,6;107;10,96;5,5;5;1,49;0;0
15;510;3943312;yes;no;0;141;24;11;80;124;76;323,5;88;14,56;8,1;3;2,19;2;0
107;510;3958330;no;yes;25;249;42;10;91;119;115;194,3;83;8,74;12;1;3,24;1;0
67;510;3738895;no;no;0;153;26;21;131;252;107;185,4;104;8,34;4,9;3;1,32;2;0
99;415;3864581;no;no;0;146;25;20;102;231;87;181,5;86;8,17;11,4;7;3,08;1;0
46;415;3548191;no;no;0;164;28;17;116;196;153;236,1;119;10,62;8,1;1;2,19;1;0
55;408;3597562;yes;no;0;221;38;14;115;165;97;235,4;117;10,59;9,7;4;2,62;1;0
39;415;3594336;no;no;0;295;50;20;126;232;117;204,4;123;9,2;11,5;2;3,11;1;1
92;510;3369901;no;no;0;140;24;15;98;175;143;201,6;135;9,07;9,4;7;2,54;2;0
56;415;4063069;no;no;0;162;28;13;99;149;78;255,5;115;11,5;14,8;1;4;4;1
76;415;3346519;no;no;0;273;46;20;97;236;95;235,5;105;10,6;7,7;2;2,08;0;1
132;408;3618113;yes;yes;33;200;34;19;75;227;67;198,8;91;8,95;12,9;3;3,48;2;0
140;510;3479769;no;yes;28;157;27;15;77;172;97;184,5;94;8,3;11,1;9;3;1;0
51;510;3529130;yes;yes;12;136;23;17;60;201;134;192,4;98;8,66;12,3;7;3,32;2;0
27;408;3784557;no;no;0;237;40;20;110;232;92;164,7;85;7,41;12,7;6;3,43;1;0
224;510;3608919;no;no;0;111;19;15;133;175;66;217,2;106;9,77;5,5;6;1,49;3;0
105;510;4054109;yes;yes;28;156;27;9;89;107;114;167,7;95;7,55;14,7;3;3,97;0;1
117;408;3812498;no;no;0;191;32;24;93;283;56;84,8;118;3,82;12;4;3,24;2;0
91;415;3575696;no;no;0;153;26;12;123;141;127;171,5;76;7,72;10,3;15;2,78;1;1
135;415;4122947;no;no;0;219;37;21;123;243;64;85,8;80;3,86;10,3;3;2,78;4;0
146;415;3633571;no;no;0;205;35;11;101;135;77;310,5;83;13,97;10,3;2;2,78;3;0
147;415;4055403;yes;no;0;225;38;16;111;185;98;143,2;146;6,44;9,9;1;2,67;0;1
68;510;3309354;no;no;0;250;42;22;127;255;118;273,2;98;12,29;8,9;6;2,4;2;1
68;408;3967091;no;no;0;132;22;12;89;137;109;256,3;107;11,53;10,2;5;2,75;3;0
86;408;3983004;no;yes;21;198;34;14;99;166;100;208;120;9,36;10,1;9;2,73;0;0
131;415;4004020;no;no;0;167;28;18;129;210;107;257,2;93;11,57;9,9;5;2,67;1;0
86;415;3563448;no;yes;29;225;38;16;79;187;112;281,1;112;12,65;12,9;3;3,48;1;0
159;415;3352019;no;no;0;276;47;16;103;190;108;223,9;93;10,08;7,4;5;2;2;1
134;415;3326633;no;yes;40;143;24;8;105;89;61;290;96;13,05;10,8;6;2,92;1;0
113;510;3597648;no;no;0;207;35;22;113;256;80;211;87;9,49;9,9;1;2,67;1;0
132;408;4129190;no;no;0;206;35;18;100;211;118;196,2;122;8,83;10,2;6;2,75;1;0
85;415;3689007;no;no;0;210;36;17;66;196;76;221,6;82;9,97;11,2;7;3,02;1;0
93;510;3845632;yes;yes;38;226;38;10;117;120;122;193,2;125;8,69;14;7;3,78;1;1
174;408;3526068;no;yes;33;168;29;17;91;205;91;130;132;5,85;14,5;4;3,92;4;1
61;415;3439645;no;no;0;198;34;13;118;152;96;221;93;9,95;7;3;1,89;2;0
91;415;3847873;no;yes;39;170;29;6;105;65;116;144,4;92;6,5;10,9;4;2,94;1;0
88;408;3962187;no;yes;28;191;32;20;104;237;105;211,6;116;9,52;9,8;1;2,65;2;0
88;408;3835109;no;yes;45;80;14;13;140;153;101;309,2;123;13,91;12,8;3;3,46;2;0
195;415;3777843;no;yes;36;232;39;19;110;225;88;201,7;89;9,08;12,1;2;3,27;0;0
182;415;3827999;no;no;0;69;12;20;114;230;109;256,7;96;11,55;6,5;4;1,76;0;0
118;408;3281222;no;no;0;189;32;18;60;217;64;220,1;100;9,9;8,2;7;2,21;4;0
103;408;3711727;no;no;0;151;26;14;125;169;126;221,2;104;9,95;10,4;8;2,81;8;1
65;510;3698871;no;no;0;192;33;12;89;140;88;187,4;102;8,43;5,5;4;1,49;2;0
61;408;3359726;no;yes;25;164;28;10;78;113;112;134,1;118;6,03;9,9;3;2,67;3;0
172;415;3573709;no;no;0;212;36;17;100;199;101;301,7;136;13,58;6,5;9;1,76;1;0
72;415;4229964;no;no;0;176;30;11;103;132;120;242,9;96;10,93;11,8;3;3,19;1;0
113;510;3669211;no;no;0;150;26;17;120;200;85;266,7;105;12;11;3;2,97;2;0
177;408;3849033;no;no;0;190;32;15;99;176;117;225,9;112;10,17;14,2;2;3,83;1;0
100;408;3824932;no;no;0;71;12;18;94;216;102;230,8;125;10,39;9,5;1;2,57;6;1
67;415;4047518;no;no;0;216;37;16;102;191;95;214,5;106;9,65;8,6;6;2,32;1;0
136;415;3531954;no;no;0;102;17;17;105;203;99;136,2;119;6,13;9,4;6;2,54;3;0
71;415;3917166;no;no;0;258;44;11;132;127;119;182,4;87;8,21;9,7;8;2,62;4;0
134;408;3709000;no;no;0;242;41;13;126;153;115;318,3;115;14,32;11,8;6;3,19;1;0
124;415;3323642;no;no;0;132;22;24;82;284;119;305,5;101;13,75;11,3;2;3,05;1;0
84;415;4123898;no;no;0;190;32;17;102;198;141;247,5;102;11,14;9,8;6;2,65;2;0
39;408;3665640;no;no;0;154;26;17;104;204;112;196,2;92;8,83;9,8;4;2,65;2;0
110;510;3562302;no;no;0;188;32;8;127;91;118;150,3;64;6,76;15,3;3;4,13;3;0
102;510;3459018;no;no;0;103;18;23;70;275;129;141,1;92;6,35;11,2;5;3,02;1;0
70;415;3656205;no;no;0;175;30;14;130;160;130;260,6;96;11,73;11,6;4;3,13;0;0
142;415;3371151;no;no;0;145;25;18;93;209;98;214;96;9,63;10,9;1;2,94;1;0
81;510;3744664;yes;no;0;251;43;16;85;188;50;120,3;131;5,41;7,8;5;2,11;1;0
17;415;3969656;no;no;0;162;27;18;123;214;81;315;106;14,18;8,6;5;2,32;1;0
119;408;3775043;no;no;0;260;44;22;101;257;68;229,1;89;10,31;10;2;2,7;1;1
105;415;4017359;no;no;0;281;48;26;124;302;96;202,8;109;9,13;8,7;3;2,35;0;1
108;415;3752184;yes;yes;42;130;22;14;90;167;128;244,7;80;11,01;13,6;5;3,67;3;1
90;415;3676005;no;no;0;102;17;10;118;113;134;188,6;105;8,49;11,4;3;3,08;2;0
